title,rating,price,availability,category
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,One,28.41,In stock,Science
The Origin of Species,Four,10.01,In stock,Science
The Grand Design,Three,13.76,In stock,Science
Peak: Secrets from the New Science of Expertise,Two,16.28,In stock,Science
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Four,13.03,In stock,Science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Five,57.35,In stock,Science
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Two,25.83,In stock,Science
Seven Brief Lessons on Physics,Four,30.6,In stock,Science
The Selfish Gene,One,29.45,In stock,Science
A Light in the Attic,Three,51.77,In stock,Poetry
The Black Maria,One,52.15,In stock,Poetry
Shakespeare's Sonnets,Four,20.66,In stock,Poetry
Olio,One,23.88,In stock,Poetry
You can't bury them all: Poems,Two,33.63,In stock,Poetry
Slow States of Collapse: Poems,Three,57.31,In stock,Poetry
Untitled Collection: Sabbath Poems 2014,Four,14.27,In stock,Poetry
Poems That Make Grown Women Cry,Four,14.19,In stock,Poetry
Night Sky with Exit Wounds,One,41.05,In stock,Poetry
salt.,Four,46.78,In stock,Poetry
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Five,50.89,In stock,Poetry
Out of Print: City Lights Spotlight No. 14,Five,53.64,In stock,Poetry
Les Fleurs du Mal,Five,29.04,In stock,Poetry
Howl and Other Poems,Two,40.45,In stock,Poetry
Leave This Song Behind: Teen Poetry at Its Best,Five,51.17,In stock,Poetry
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Five,15.42,In stock,Poetry
The Crossover,Four,38.77,In stock,Poetry
Booked,Five,17.49,In stock,Poetry
Twenty Love Poems and a Song of Despair,Four,30.95,In stock,Poetry
"Vampire Knight, Vol. 1 (Vampire Knight #1)",One,15.4,In stock,Paranormal
Wall and Piece,Four,44.18,In stock,Art
Feathers: Displays of Brilliant Plumage,Three,49.05,In stock,Art
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Four,48.63,In stock,Art
The New Drawing on the Right Side of the Brain,Three,43.02,In stock,Art
History of Beauty,Four,10.29,In stock,Art
The Story of Art,Four,41.14,In stock,Art
The Art Book,Two,32.34,In stock,Art
Ways of Seeing,Five,39.51,In stock,Art
The Lucifer Effect: Understanding How Good People Turn Evil,One,10.4,In stock,Psychology
The Golden Condom: And Other Essays on Love Lost and Found,One,39.43,In stock,Psychology
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Three,56.27,In stock,Psychology
An Unquiet Mind: A Memoir of Moods and Madness,Three,21.3,In stock,Psychology
"Thinking, Fast and Slow",One,21.14,In stock,Psychology
Civilization and Its Discontents,Two,59.95,In stock,Psychology
8 Keys to Mental Health Through Exercise,One,31.04,In stock,Psychology
The Argonauts,Two,10.93,In stock,Autobiography
M Train,One,27.18,In stock,Autobiography
Lab Girl,One,40.85,In stock,Autobiography
Approval Junkie: Adventures in Caring Too Much,Five,58.81,In stock,Autobiography
Running with Scissors,Four,12.91,In stock,Autobiography
Me Talk Pretty One Day,Two,57.6,In stock,Autobiography
Lust & Wonder,Two,11.87,In stock,Autobiography
Life Without a Recipe,Five,59.04,In stock,Autobiography
A Heartbreaking Work of Staggering Genius,Five,54.29,In stock,Autobiography
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Two,37.35,In stock,Parenting
Fifty Shades Freed (Fifty Shades #3),Five,15.36,In stock,Adult Fiction
The Long Haul (Diary of a Wimpy Kid #9),One,44.07,In stock,Humor
Old School (Diary of a Wimpy Kid #10),Five,11.83,In stock,Humor
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Four,25.98,In stock,Humor
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Five,14.75,In stock,Humor
Dress Your Family in Corduroy and Denim,Three,43.68,In stock,Humor
Toddlers Are A**holes: It's Not Your Fault,One,25.55,In stock,Humor
When You Are Engulfed in Flames,Five,30.89,In stock,Humor
Naked,Three,31.69,In stock,Humor
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Five,55.5,In stock,Humor
Holidays on Ice,Two,51.07,In stock,Humor
Security,Two,39.25,In stock,Horror
Follow You Home,One,21.36,In stock,Horror
The Loney,One,23.4,In stock,Horror
Pet Sematary,Three,10.56,In stock,Horror
Doctor Sleep (The Shining #2),Two,40.12,In stock,Horror
Psycho: Sanitarium (Psycho #1.5),Five,36.97,In stock,Horror
Can You Keep a Secret? (Fear Street Relaunch #4),One,48.64,In stock,Horror
Red Dragon (Hannibal Lecter #1),Three,23.37,In stock,Horror
Dracula the Un-Dead,Five,35.63,In stock,Horror
Night Shift (Night Shift #1-20),Four,12.75,In stock,Horror
Needful Things,Four,47.51,In stock,Horror
Misery,Two,34.79,In stock,Horror
It,Three,25.01,In stock,Horror
'Salem's Lot,Four,49.56,In stock,Horror
The Stand,Two,57.86,In stock,Horror
The Girl with All the Gifts,Three,49.47,In stock,Horror
House of Leaves,One,54.89,In stock,Horror
Sapiens: A Brief History of Humankind,Five,54.23,In stock,History
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,25.52,In stock,History
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,One,19.73,In stock,History
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Two,36.28,In stock,History
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,One,59.64,In stock,History
Zealot: The Life and Times of Jesus of Nazareth,Three,24.7,In stock,History
A Distant Mirror: The Calamitous 14th Century,Three,14.58,In stock,History
1491: New Revelations of the Americas Before Columbus,Three,21.8,In stock,History
Brilliant Beacons: A History of the American Lighthouse,Three,11.45,In stock,History
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Five,44.48,In stock,History
A Short History of Nearly Everything,Five,52.4,In stock,History
The Rise and Fall of the Third Reich: A History of Nazi Germany,Two,39.67,In stock,History
Catherine the Great: Portrait of a Woman,Four,58.55,In stock,History
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Five,42.91,In stock,History
The Hiding Place,Four,55.91,In stock,History
America's War for the Greater Middle East: A Military History,Two,51.22,In stock,History
The Guns of August,Two,14.54,In stock,History
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Two,43.7,In stock,History
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Three,30.52,In stock,Food and Drink
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,56.41,In stock,Food and Drink
My Paris Kitchen: Recipes and Stories,Two,33.37,In stock,Food and Drink
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,14.02,In stock,Food and Drink
"Layered: Baking, Building, and Styling Spectacular Cakes",One,40.11,In stock,Food and Drink
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Five,37.34,In stock,Food and Drink
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Two,37.6,In stock,Food and Drink
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,One,41.25,In stock,Food and Drink
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Three,42.16,In stock,Food and Drink
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Three,28.77,In stock,Food and Drink
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",One,19.55,In stock,Food and Drink
Barefoot Contessa Back to Basics,One,28.01,In stock,Food and Drink
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Five,50.62,In stock,Food and Drink
My Kitchen Year: 136 Recipes That Saved My Life,Two,11.53,In stock,Food and Drink
Everyday Italian: 125 Simple and Delicious Recipes,Five,20.1,In stock,Food and Drink
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",One,38.77,In stock,Food and Drink
Cravings: Recipes for What You Want to Eat,Three,20.5,In stock,Food and Drink
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Four,12.34,In stock,Food and Drink
32 Yolks,Two,53.63,In stock,Food and Drink
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Five,11.38,In stock,Food and Drink
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Four,46.01,In stock,Food and Drink
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Two,28.25,In stock,Food and Drink
The Barefoot Contessa Cookbook,Five,59.92,In stock,Food and Drink
Better Homes and Gardens New Cook Book,Three,39.61,In stock,Food and Drink
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Five,11.05,In stock,Food and Drink
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Five,24.91,In stock,Food and Drink
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Two,13.66,In stock,Food and Drink
The Smitten Kitchen Cookbook,One,23.59,In stock,Food and Drink
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Three,34.32,In stock,Food and Drink
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Three,33.14,In stock,Food and Drink
Redeeming Love,Five,20.47,In stock,Christian Fiction
Close to You,Four,49.46,In stock,Christian Fiction
Shadows of the Past (Logan Point #1),Five,39.67,In stock,Christian Fiction
Like Never Before (Walker Family #2),Two,28.77,In stock,Christian Fiction
Counted With the Stars (Out from Egypt #1),Five,17.97,In stock,Christian Fiction
If I Run (If I Run #1),Four,49.97,In stock,Christian Fiction
The Dirty Little Secrets of Getting Your Dream Job,Four,33.34,In stock,Business
The Third Wave: An Entrepreneurâs Vision of the Future,Five,12.61,In stock,Business
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Three,27.55,In stock,Business
Shoe Dog: A Memoir by the Creator of NIKE,Two,23.99,In stock,Business
Made to Stick: Why Some Ideas Survive and Others Die,Five,38.85,In stock,Business
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,One,43.14,In stock,Business
The Art of Startup Fundraising,Three,21.0,In stock,Business
Born for This: How to Find the Work You Were Meant to Do,Five,21.59,In stock,Business
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,One,36.91,In stock,Business
"Rich Dad, Poor Dad",One,51.74,In stock,Business
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Three,33.92,In stock,Business
Rework,Two,44.88,In stock,Business
Louisa: The Extraordinary Life of Mrs. Adams,Two,16.85,In stock,Biography
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Two,21.15,In stock,Biography
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,One,39.55,In stock,Biography
Benjamin Franklin: An American Life,Three,48.19,In stock,Biography
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Three,42.57,In stock,Biography
In Her Wake,One,12.84,In stock,Thriller
The Elephant Tree,Five,23.82,In stock,Thriller
Behind Closed Doors,Four,52.22,In stock,Thriller
You (You #1),Five,43.61,In stock,Thriller
The Guilty (Will Robie #4),Two,13.82,In stock,Thriller
The 14th Colony (Cotton Malone #11),One,39.24,In stock,Thriller
Give It Back,Two,18.32,In stock,Thriller
Killing Floor (Jack Reacher #1),Four,31.49,In stock,Thriller
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Three,59.71,In stock,Thriller
Far From True (Promise Falls Trilogy #2),Two,34.93,In stock,Thriller
The Travelers,One,15.77,In stock,Thriller
When We Collided,One,31.77,In stock,Contemporary
Someone Like You (The Harrisons #2),Five,52.79,In stock,Contemporary
We Are All Completely Beside Ourselves,One,24.04,In stock,Contemporary
The Four Agreements: A Practical Guide to Personal Freedom,Five,17.66,In stock,Spirituality
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Five,32.24,In stock,Spirituality
Chasing Heaven: What Dying Taught Me About Living,Two,37.8,In stock,Spirituality
If I Gave You God's Phone Number....: Searching for Spirituality in America,One,20.91,In stock,Spirituality
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Two,46.33,In stock,Spirituality
A New Earth: Awakening to Your Life's Purpose,Five,55.65,In stock,Spirituality
Logan Kade (Fallen Crest High #5.5),Two,13.12,In stock,Academic
Online Marketing for Busy Authors: A Step-By-Step Guide,One,46.35,In stock,Self Help
How to Be Miserable: 40 Strategies You Already Use,One,46.03,In stock,Self Help
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Three,52.15,In stock,Self Help
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Three,12.08,In stock,Self Help
How to Stop Worrying and Start Living,Five,46.49,In stock,Self Help
All the Light We Cannot See,Five,29.87,In stock,Historical
The Girl You Left Behind (The Girl You Left Behind #1),One,15.79,In stock,Historical
(Un)Qualified: How God Uses Broken People to Do Big Things,Five,54.0,In stock,Christian
Crazy Love: Overwhelmed by a Relentless God,Two,47.72,In stock,Christian
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,One,25.77,In stock,Christian
Silence in the Dark (Logan Point #4),Three,58.33,In stock,Suspense
The Grownup,One,35.88,In stock,Short Stories
Suzie Snowflake: One beautiful flake (a self-esteem story),Five,54.81,In stock,Novels
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Three,49.05,In stock,Health
"Eat Fat, Get Thin",Two,54.07,In stock,Health
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Five,49.71,In stock,Health
The Art and Science of Low Carbohydrate Living,Five,52.98,In stock,Health
Libertarianism for Beginners,Two,51.33,In stock,Politics
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Four,52.65,In stock,Politics
Equal Is Unfair: America's Misguided Fight Against Income Inequality,One,56.86,In stock,Politics
Amid the Chaos,One,36.58,In stock,Cultural
Dark Notes,Five,19.19,In stock,Erotica
The Long Shadow of Small Ghosts: Murder and Memory in an American City,One,10.97,In stock,Crime
